"","protein_group","number_of_peptides_SARS.Covid19.Negative_1","number_of_peptides_SARS.Covid19.Negative_2","number_of_peptides_SARS.Covid19.Negative_3","number_of_peptides_SARS.Covid19.Negative_4","number_of_peptides_SARS.Covid19.Negative_5","number_of_peptides_SARS.Covid19.Negative_6","number_of_peptides_SARS.Covid19.Negative_7","number_of_peptides_SARS.Covid19.Negative_8","number_of_peptides_SARS.Covid19.Negative_9","number_of_peptides_SARS.Covid19.Negative_10","number_of_peptides_SARS.Covid19.Positive_1","number_of_peptides_SARS.Covid19.Positive_2","number_of_peptides_SARS.Covid19.Positive_3","number_of_peptides_SARS.Covid19.Positive_4","number_of_peptides_SARS.Covid19.Positive_5","number_of_peptides_SARS.Covid19.Positive_6","number_of_peptides_SARS.Covid19.Positive_7","number_of_peptides_SARS.Covid19.Positive_8","number_of_peptides_SARS.Covid19.Positive_9","number_of_peptides_SARS.Covid19.Positive_10","abundance_SARS.Covid19.Negative_1","abundance_SARS.Covid19.Positive_1","abundance_SARS.Covid19.Negative_2","abundance_SARS.Covid19.Positive_2","abundance_SARS.Covid19.Negative_3","abundance_SARS.Covid19.Positive_3","abundance_SARS.Covid19.Negative_4","abundance_SARS.Covid19.Positive_4","abundance_SARS.Covid19.Negative_5","abundance_SARS.Covid19.Positive_5","abundance_SARS.Covid19.Negative_6","abundance_SARS.Covid19.Positive_6","abundance_SARS.Covid19.Negative_7","abundance_SARS.Covid19.Positive_7","abundance_SARS.Covid19.Negative_8","abundance_SARS.Covid19.Positive_8","abundance_SARS.Covid19.Negative_9","abundance_SARS.Covid19.Positive_9","abundance_SARS.Covid19.Negative_10","abundance_SARS.Covid19.Positive_10","log_ratios_SARS.Covid19.Positive..vs.SARS.Covid19.Negative.","differential_abundance_qvalue_SARS.Covid19.Positive..vs.SARS.Covid19.Negative."
"55","sp|P68363|TBA1B_HUMAN",18,18,23,25,15,13,14,17,20,18,24,23,21,24,21,17,21,17,23,19,26.9515622842443,26.2098103016757,26.8497901057694,25.9473563826755,27.5762259825208,25.1098089790102,27.2990727146562,25.2032513557038,25.7908960151261,24.8794233954805,25.6830132229657,24.6958499604984,25.6990591748622,24.8794233954805,25.4924485684514,24.6958499604984,27.1632267652254,25.2132565832985,26.6352513693182,24.9326871259311,-1.33738287628871,0.000105911215364844
"56","sp|P25705|ATPA_HUMAN",10,9,17,19,9,6,11,11,10,8,24,25,23,22,19,16,19,16,14,14,25.2453926894835,25.6574140802666,24.9507650962103,25.4907532111919,26.2017465876544,24.9851790266827,25.8609568057949,25.1511419945542,24.3010326798897,25.1857454946855,23.5535455131619,25.0215490067975,24.5007203352829,25.1857454946855,24.252062200977,25.0215490067975,25.1874405787167,24.5478418007825,25.0658522764558,24.2814969712615,0.14089013240783,0.45655783065855
"57","sp|P04075|ALDOA_HUMAN",20,13,22,21,17,12,18,16,13,14,22,22,19,16,19,19,19,19,18,19,27.0953575825757,27.3128457113657,26.9325742280214,26.2675762475354,27.2850539075412,25.4845335676307,27.0746721463536,25.6423124183127,25.9373960021878,25.8598682009232,25.3023961417468,25.4899748326094,26.4332330503085,25.8598682009232,26.258447136612,25.4899748326094,26.1233499132375,26.5833000762166,25.5726294568832,26.2126792373301,-0.381217624001131,0.276588924302438
"58","sp|P68032|ACTC_HUMAN",20,22,21,19,15,16,22,21,14,14,24,20,18,18,15,18,15,18,19,19,27.7876464397055,28.4186257508282,27.6124890119251,28.0703982709615,28.6024724521666,26.5181577530883,28.1180236458611,26.7092290909187,27.6643522274636,26.9272589402179,27.4310032376911,26.6946363207102,27.7151739906659,26.9272589402179,27.5602693864812,26.6946363207102,27.3759122920814,27.4522539364019,27.1091998664468,27.0068698030865,-0.555721742334701,6.87926564185906e-06
"59","sp|P00558|PGK1_HUMAN",15,12,18,18,6,11,14,12,12,13,17,18,14,13,10,9,10,9,16,18,26.135541462858,25.443324511642,25.6783306298104,25.1961491362081,26.3383604504418,23.9936850991284,26.0596865725693,23.8848707833288,24.5692145173472,23.6163689084718,24.4765955445813,23.7930287282516,25.0023566442347,23.6163689084718,24.8782676187173,23.7930287282516,25.0165318565321,24.6663853649414,24.8011145923306,24.273789197778,-1.06790005229492,0.00973016386347261
"60","sp|P61626|LYSC_HUMAN",9,8,14,14,7,6,12,15,19,21,12,9,15,13,9,12,9,12,14,16,28.6199978244981,27.4477866125774,28.4853884745293,27.0976383521629,29.2227909238029,27.3068833031906,28.8602511818814,27.3221842575008,28.5275315323858,27.4997197584255,28.1421299670361,27.3356734391147,29.7913649241294,27.4997197584255,29.6027876535551,27.3356734391147,29.837905256076,27.4211168996496,29.5806296050978,27.4511592841753,-1.69532222386549,2.58962035888029e-13
"61","sp|Q9UGM3|DMBT1_HUMAN",9,11,11,12,4,6,24,24,21,20,10,9,4,4,5,4,5,4,11,12,26.8365242719331,24.2233302081319,26.641698988522,25.0668712890032,26.4412006982084,23.8045723127237,26.1994556351007,23.7444667918621,25.3457636494679,23.8254050633558,25.1467670677185,23.4883691259714,28.6339433079059,23.8254050633558,28.4890108878595,23.4883691259714,28.6962803204948,25.070996479045,28.6328648829923,24.763140826591,-2.97625834241918,8.06638913144656e-06
"62","sp|P08729|K2C7_HUMAN",8,9,21,21,13,12,20,16,17,15,27,30,23,25,22,22,22,22,21,21,25.3912289025721,27.6102142824313,25.1532795685511,27.297948000595,26.2900790494947,25.9192867129536,26.0446145738493,26.2069064449011,26.1047091181547,26.3350994436006,24.7587576489263,26.3225105169434,26.4074456790779,26.3350994436006,26.0585754447754,26.3225105169434,27.1391947163224,26.1905573109918,26.8220139000526,25.737311822487,0.41075458936713,0.124456143657831
"63","sp|Q13813|SPTN1_HUMAN",6,4,19,17,2,NA,3,1,1,2,18,19,5,8,5,6,5,6,13,10,24.2446338552219,24.4064715470602,24.0195606976874,24.2778083993416,25.1644922103114,23.2261222726897,24.8251946351724,23.2183876325883,22.4973989457815,23.579098027873,22.0805987961014,22.9621957178137,23.367607646382,23.579098027873,23.1354664683615,22.9621957178137,23.4146931059134,23.7885140343361,23.3546109747557,23.5454082943173,-0.055895766398201,0.974426709332051
"64","sp|P30101|PDIA3_HUMAN",7,11,19,16,13,15,14,18,4,10,27,22,21,20,20,21,20,21,23,20,25.9261893835162,26.67300308798,25.6314036715673,26.4580383243633,26.2319130020279,25.0629140720405,25.8330290418614,25.046832585055,25.0353181341226,25.623443938168,24.8298796775385,25.4094383297312,25.3546646409646,25.623443938168,25.3232004804205,25.4094383297312,24.5630201512325,25.2059723309083,24.4520426156447,24.5587477881044,0.18906119253537,0.379998310940954
"65","sp|P19013|K2C4_HUMAN",2,NA,5,2,4,1,7,8,18,16,11,9,26,20,23,24,23,24,5,5,23.7737229695019,25.414638530359,23.3649231941862,25.1215227673036,24.3959609467948,25.4110213650343,24.0217982210656,25.815117835545,22.9605741768247,25.7314471714283,23.9080747260214,25.5374885847492,25.0935863301829,25.7314471714283,25.1661108157377,25.5374885847492,26.9493600945448,24.0692968408969,26.81977203974,23.900115288436,0.58157006253298,0.118009334183811
"66","sp|P08779|K1C16_HUMAN",2,5,8,8,7,7,10,13,30,27,14,9,17,17,22,21,22,21,10,10,25.9256188160088,27.0564868973394,25.6135032991074,26.9497151462212,26.7991011515994,26.9160637723332,26.8072914344936,26.8526499908236,25.9714464620236,27.2037133219761,25.5455255424178,27.0909550791133,26.3623043799422,27.2037133219761,26.1487274592618,27.0909550791133,28.9661535405645,25.9094956826133,28.7440871257329,25.7499661722841,0.113995525264161,0.0909705472496607
"67","sp|P01877|IGHA2_HUMAN",8,10,11,10,7,6,23,25,14,17,8,6,5,6,6,6,6,6,7,6,28.9008883610597,27.0166087049484,28.6351451778777,26.6343178572245,28.5952698899384,26.1353805095403,28.2321480256583,26.0615880795556,28.0127798416612,26.8039971593756,27.672850447425,26.7322587391914,30.4692804852016,26.8039971593756,30.3724732081146,26.7322587391914,29.1219530223769,27.0006358517,28.9700131795538,26.8154238533718,-2.22463349853926,2.58962035888029e-13
"68","sp|P55072|TERA_HUMAN",3,8,12,15,9,11,10,11,9,8,19,21,13,16,15,17,15,17,21,15,25.0389240114385,24.8747334779327,24.6590729233025,24.7901198634873,25.3902117364425,23.6601234524239,25.2961757379368,23.76092771213,24.4221017334452,24.0827872185523,24.0677594633359,23.9797091767528,24.2899206607292,24.0827872185523,24.1944550913371,23.9797091767528,24.773245070245,24.1624300540479,24.4928450874588,23.9512073311219,-0.53001768339176,0.0769875402207122
"69","sp|P06396|GELS_HUMAN",11,8,16,19,10,11,10,11,9,5,20,15,13,14,14,12,14,12,20,21,26.3899903415454,25.851548902268,25.959197541851,25.6255122103906,26.5747071572697,24.6357462357073,26.292915005059,24.4696289007752,25.3183254482005,24.7672071071877,24.6377750730738,24.5921548579482,25.2936854911543,24.7672071071877,25.1796966793633,24.5921548579482,24.5861708033095,25.1328826499268,24.220143150436,24.8909060365811,-0.512765782534171,0.251746499288221
"70","sp|P13639|EF2_HUMAN",10,7,20,16,10,10,14,15,9,7,21,23,15,8,9,9,9,9,18,17,24.910680696592,25.0995198969228,24.6700534588579,25.0152729661188,25.3872441645811,23.3973080055382,25.0633740137421,23.4027907632494,24.529699937141,23.5412127961482,23.8541909796019,23.204861846092,24.7326492929424,23.5412127961482,24.3082269430099,23.204861846092,24.4519326059744,24.6595654574791,23.9581193660785,23.8787700530028,-0.692079503172969,0.0911694589993803
"71","sp|P40394|ADH7_HUMAN",14,17,19,16,7,8,9,7,12,11,16,16,11,9,14,13,14,13,11,10,26.9815371460091,25.8502433139286,26.8288132552002,25.7066958276857,27.0166726288307,24.0545915670928,26.645818703607,24.6173782303597,25.4796491620086,24.785384317376,25.2925475811102,24.7548311417109,25.2099145400844,24.785384317376,24.9477182584618,24.7548311417109,26.4560617039942,24.6074225428923,26.2480522045285,24.1845360941363,-1.30054866895655,0.000525759934590636
"72","sp|P68366|TBA4A_HUMAN",11,11,21,18,12,9,8,14,17,15,20,18,16,18,16,13,16,13,17,14,26.1482500261152,25.6255443155149,25.9477195959319,25.2303265798818,26.925317011065,24.3591708537964,26.598116125682,24.4285546732189,24.6672274279193,24.1635956289681,24.8150625088817,23.9884101817645,24.9664739435837,24.1635956289681,24.7975975113315,23.9884101817645,25.6384761293179,24.4841878728294,25.9074272650969,24.2518995827498,-1.17279720454687,0.000758817771757361
"73","sp|Q06830|PRDX1_HUMAN",11,13,19,17,13,10,14,11,10,11,19,20,20,15,15,16,15,16,15,16,28.6272549977607,27.7660977683857,28.4536575975395,27.9299144732694,29.0302299933824,27.2067468521783,28.5572005055622,27.1635804278711,27.1989668328989,27.1435519958885,26.7184587719962,26.9951413149828,27.5354709359175,27.1435519958885,27.0884558712041,26.9951413149828,27.9733205760676,27.5879143700323,27.7221095906989,27.1098115290587,-0.58636736304899,0.00165284379063383
"74","sp|Q14764|MVP_HUMAN",6,5,18,13,11,9,2,4,9,10,22,23,12,17,15,15,15,15,17,18,24.5420371392235,25.1068485222449,24.2512580296003,24.9321259730951,25.3411630299163,23.806546475401,24.9658485634657,23.7500444020419,24.0400505391532,24.0597431707917,23.2960439315911,24.1748295499225,23.4934478466926,24.0597431707917,23.1698341917447,24.1748295499225,24.3843753589177,24.0370795410082,23.960515849009,23.6668448609727,0.0324060736878103,0.648631785685357
"75","sp|P46940|IQGA1_HUMAN",3,4,12,9,3,3,2,4,6,12,22,19,11,9,7,5,7,5,20,15,24.1662227044613,24.4814667543306,23.963977671846,24.386247212041,24.7603491040225,23.0743845332106,24.5353653276964,23.2133869771937,23.2685474256559,23.0964861125877,22.802096045321,22.9872199404639,23.6579414072506,23.0964861125877,23.5065361612193,22.9872199404639,24.8272809625611,23.824817670693,24.3427153336132,23.397835460017,-0.52854814300582,0.279459458648184
"76","sp|P07237|PDIA1_HUMAN",6,5,16,14,10,7,12,9,11,8,23,23,14,18,18,12,18,12,16,12,24.9036011082687,25.3511088091504,24.587721787062,25.2429304309417,25.4749648464378,23.9968005874006,25.2558584415264,24.0505865283792,24.8131779854172,24.3300891413742,24.2903621647717,24.0414609722405,24.6528780069659,24.3300891413742,24.4592856448864,24.0414609722405,24.5015489426017,23.8958945566297,24.9381709006549,23.5277762192496,-0.506937246961211,0.0113970331314678
"77","sp|P22314|UBA1_HUMAN",13,11,16,18,8,8,10,11,7,4,21,20,15,14,13,11,13,11,17,18,25.0067299539698,24.5601379334971,24.818712840287,24.4244206905607,25.2128985699517,22.9705985815218,25.0264064249339,23.0350599984596,23.4674960988929,23.083920590467,23.1558415025878,22.9385126538285,23.8532154999531,23.083920590467,23.5590433878139,22.9385126538285,23.8040226718922,23.8932353259674,23.9690306557301,23.5335910220071,-0.74114875654077,0.10807511109256
"78","sp|Q04695|K1C17_HUMAN",2,5,6,6,7,6,7,7,22,22,9,8,17,16,12,12,12,12,7,10,26.5876336686342,27.6573251014076,26.2741792067739,27.5895775463305,27.1473833536429,26.976675903199,27.2329787213293,27.1867079036465,25.9369213947208,27.1836247815062,25.6352471616726,26.978110529807,26.7350091005599,27.1836247815062,26.6921472172242,26.978110529807,28.6744471420227,26.2990286822963,28.4777120769053,25.9043620246769,0.0543488740697398,0.0909705472496607
"79","sp|P13646|K1C13_HUMAN",4,6,7,6,6,7,9,8,19,19,11,8,20,16,21,19,21,19,10,10,24.3490087688613,27.2451863678683,24.313447865006,26.9179065942968,25.9834720557593,26.4483549232368,24.6480742416487,26.2954480614792,25.2801553856235,26.7348713555946,24.8429175063854,26.5493443839278,25.6092644230355,26.7348713555946,25.2886178654906,26.5493443839278,27.5678346029661,25.7172139027002,27.2163623604916,25.279018513836,0.937240476719408,0.00331709064046193
"80","sp|P00326|ADH1G_HUMAN",8,8,9,11,11,7,19,15,11,12,18,18,15,14,12,14,12,14,18,18,26.2318014073106,26.5245311938158,25.9102590793519,26.4814561606043,25.2368931610045,25.1404859326753,24.7868399285829,25.0699420381508,25.3058894639274,24.7284956056442,24.7945185936628,24.403167834999,26.5748690413689,24.7284956056442,26.3122186507965,24.403167834999,25.9778361883109,25.8149620161584,25.7192595005138,25.3367119390297,-0.42189688531095,0.385670366273301
"81","sp|P09211|GSTP1_HUMAN",9,8,13,13,6,5,11,9,10,6,12,15,17,14,13,14,13,14,18,18,27.1697290043441,26.963460312379,27.5132050730988,26.7060365406443,28.0865998372724,26.3928088491087,27.8314630475172,26.3937184172927,25.1599061273668,26.3040734460172,25.0985619232034,26.3639407603781,26.6593913528491,26.3040734460172,26.3531819663325,26.3639407603781,26.9665423280902,26.633571987016,26.7079616992662,26.0795845544746,-0.30413332856348,0.0441857109551913
"82","sp|P29401|TKT_HUMAN",13,14,19,16,12,9,15,14,12,12,16,13,7,7,8,9,8,9,15,13,26.1815655485566,24.9257770731144,25.9907782028478,24.4641247941897,25.8495072317234,23.3585664294243,25.5672564534971,23.2456768774858,24.3870914896514,23.7667556503987,23.7879603319541,23.3594703570374,24.709121474821,23.7667556503987,24.6479622947997,23.3594703570374,24.88007476021,24.1564670411956,24.5587623827184,23.920760632008,-1.22362553084895,0.00568302854275722
"83","sp|P10809|CH60_HUMAN",6,7,11,13,6,4,5,7,7,7,13,13,15,16,21,15,21,15,9,14,24.1920353996262,25.5572637377663,24.3280574507761,24.6381616686024,24.4245943244289,24.1877764273875,23.9478757147521,24.143067707048,22.7440829157863,23.9506186332859,22.4109908389234,24.0934928424967,23.8055174691087,23.9506186332859,23.524868551997,24.0934928424967,24.020387585207,23.7971209244618,24.1141208804972,23.4041191161513,0.43032014018796,0.102206736353078
"84","sp|P62805|H4_HUMAN",10,10,14,14,8,6,13,11,10,8,15,14,15,13,16,17,16,17,13,10,26.5856445373272,28.294951899079,26.3061476553702,28.0552281448585,27.9043289457036,27.9752154414738,27.5121463149895,27.9130507311357,25.8383884711437,27.6977953250726,25.4282416960056,27.5378794327889,26.754847448759,27.6977953250726,26.3707412763792,27.5378794327889,27.1593536891944,27.6500720192517,26.8614975820532,27.2625625802769,1.0901092714873,8.36899201678288e-07
"85","sp|Q96KP4|CNDP2_HUMAN",7,8,12,13,4,5,3,4,2,4,18,20,7,7,6,6,6,6,7,8,24.4777054077053,25.0032245081879,24.4203563072129,24.8181754868983,25.2711941355236,23.1641295618378,25.0141010291304,23.1086785450043,23.4238396660561,22.4617533289076,23.4102391237093,22.3994641290154,23.4421224266157,22.4617533289076,23.4675162484856,22.3994641290154,23.9731276760361,23.0374304919705,23.8796786862381,22.5960977162707,-0.93297094806976,0.0093724789474038
"86","sp|P60174|TPIS_HUMAN",11,10,12,14,11,8,12,9,11,12,14,17,15,13,12,12,12,12,14,14,26.0638036979139,26.7163856605724,25.9273957667177,26.7782027881424,26.6356504862169,25.3346771500781,26.3271524003299,25.2289005794308,25.3975603982885,25.3187751682376,25.0494567340488,25.5437487129368,25.9846364504594,25.3187751682376,25.3504137217978,25.5437487129368,25.8519361940494,25.9431457868251,25.9991147917527,25.7567933901759,-0.11039675240015,0.637506661097749
"87","sp|P08758|ANXA5_HUMAN",5,8,16,17,6,6,5,6,7,9,20,18,14,15,18,15,18,15,7,10,24.6982839329655,25.435217898252,24.3911495647417,25.2124493326405,26.2458209085265,24.4479936407402,25.8076703528918,24.5795417553832,24.4288600449031,24.8414260441817,23.866263769091,24.8018288192074,23.4141595187181,24.8414260441817,23.1910073898877,24.8018288192074,25.0965324386023,23.880613556491,25.0927919754907,23.6831064157735,0.0292892430240197,0.857233054223478
"88","sp|Q09666|AHNK_HUMAN",2,2,22,19,2,6,3,4,3,5,16,15,9,8,4,3,4,3,2,3,23.4382500977087,24.19956406892,23.0058885190814,24.0996696532801,24.9304591612312,22.9684691389788,24.6598588508255,23.0081770873725,23.0450538815429,22.2650774596184,22.6051299681162,22.2427680881911,23.3985510014289,22.2650774596184,23.4073149682776,22.2427680881911,23.4877349279952,22.2710749917697,23.4294232158363,21.8011318650439,-0.80438866910599,0.119635361331581
"89","sp|P23381|SYWC_HUMAN",1,1,6,6,3,1,5,6,NA,NA,19,18,10,10,8,9,8,9,15,19,22.6687944382638,24.7884452314485,22.6498610321279,24.4670140417175,23.2231220329072,22.4084283539448,22.7538658438222,23.2079602672653,21.8783423728606,22.6810415881938,21.0268345989552,22.6104425251452,23.5517814728119,22.6810415881938,23.8403432480202,22.6104425251452,22.3619936886145,23.812482184955,21.8799385110703,23.4378872912207,0.6870308357776,0.0977320551788637
"90","sp|P05023|AT1A1_HUMAN",6,3,9,7,3,2,7,5,4,4,17,20,10,12,14,13,14,13,10,13,24.1226540853412,25.061570775947,24.1615031278835,24.7517815431932,24.5582520673519,23.9642348275531,24.0952139788807,23.8645854552474,22.9108433449593,24.0067126644594,22.6353039638527,23.9901800684854,24.1703756020484,24.0067126644594,23.8660778998772,23.9901800684854,24.1411095857621,23.8987154071254,23.9336881339446,23.5052364769502,0.24448881620043,0.270533192721049
"91","sp|P63104|1433Z_HUMAN",7,9,15,16,4,7,7,7,6,9,16,14,11,10,9,9,9,9,15,14,25.1922663224316,26.2342195554996,25.0886066186597,26.0895914270756,26.9274306721279,24.823969504624,26.6360590099863,24.5587054045087,25.0756043308501,24.6921230538789,24.903030640317,24.214690268365,25.4925634772823,24.6921230538789,25.2577653368102,24.214690268365,25.4774334262877,25.797348846837,25.5217475501605,25.545584103981,-0.47094618978996,0.206657253846827
"92","sp|P07339|CATD_HUMAN",4,8,15,12,11,7,6,8,5,6,19,18,17,18,15,14,15,14,13,15,25.0223542660237,26.7223195503563,24.8205650285477,26.5702724195773,26.3470681980033,26.1207249859459,26.094551800275,26.0952819187333,25.2529484802314,25.9041122596725,24.7004828983697,25.8702289615571,24.7814596726323,25.9041122596725,24.5632309584157,25.8702289615571,24.970620258515,25.3008072189909,24.689549204307,24.6813336497354,0.77965914204775,0.0110096957013485
"93","sp|P07384|CAN1_HUMAN",2,3,7,6,2,3,4,6,2,4,12,13,7,11,6,6,6,6,13,13,23.3601549321781,24.3105621664129,23.8890387791578,24.2253507308867,24.2050916202662,23.7993558389092,24.0058172639618,23.3284395010491,23.5913434860105,23.5608976759269,22.6835647939068,22.9254200646759,23.8777109106684,23.5608976759269,23.1093022268115,22.9254200646759,23.9850063872293,23.85971742521,23.4567147380255,24.0378446852619,0.0370160690719494,0.517606899088218
"94","sp|Q5TZA2|CROCC_HUMAN",5,3,7,9,1,1,1,1,3,3,2,1,11,11,13,18,13,18,NA,NA,24.0217480767187,22.9830828452034,23.8485462483051,23.0800792368357,24.1369617079404,23.0708502660293,23.8146334108325,23.0478268501282,22.8060538518919,23.3876217716609,22.4030466208872,23.3407676312355,22.5064631599586,23.3876217716609,22.3418251343084,23.3407676312355,23.5066894155299,22.9250271899234,23.6897089383247,22.4408178540041,-0.20712135167805,0.2350640797736
